"benchmark_version","method","project_slug","project_name","category","part_count","requested_part_area_sq_in","placed_part_area_sq_in","sheet_format","sheet_length_in","sheet_width_in","orientation_mode","estimated_sheets","yield_pct","waste_pct","rejected_piece_count","complete_layout","source_template_url"
"2026-07-17","woodcuttool-maxrects-v1","media-cabinet","Media wall cabinet","Furniture","9","6064.5","6064.5","4x8","96","48","orientation_locked","2","65.8","34.2","0","true","https://woodcuttool.com/templates/media-wall-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","media-cabinet","Media wall cabinet","Furniture","9","6064.5","6064.5","4x10","120","48","rotation_allowed","2","52.6","47.4","0","true","https://woodcuttool.com/templates/media-wall-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","media-cabinet","Media wall cabinet","Furniture","9","6064.5","6064.5","4x10","120","48","orientation_locked","2","52.6","47.4","0","true","https://woodcuttool.com/templates/media-wall-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","media-cabinet","Media wall cabinet","Furniture","9","6064.5","6064.5","5x10","120","60","rotation_allowed","1","84.2","15.8","0","true","https://woodcuttool.com/templates/media-wall-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","media-cabinet","Media wall cabinet","Furniture","9","6064.5","6064.5","5x10","120","60","orientation_locked","1","84.2","15.8","0","true","https://woodcuttool.com/templates/media-wall-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","folding-craft-table","Folding craft table","Furniture","6","3586.5","3586.5","5x5","60","60","rotation_allowed","2","49.8","50.2","0","true","https://woodcuttool.com/templates/folding-craft-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","folding-craft-table","Folding craft table","Furniture","6","3586.5","3586.5","5x5","60","60","orientation_locked","2","49.8","50.2","0","true","https://woodcuttool.com/templates/folding-craft-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","folding-craft-table","Folding craft table","Furniture","6","3586.5","3586.5","4x8","96","48","rotation_allowed","1","77.8","22.2","0","true","https://woodcuttool.com/templates/folding-craft-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","folding-craft-table","Folding craft table","Furniture","6","3586.5","3586.5","4x8","96","48","orientation_locked","1","77.8","22.2","0","true","https://woodcuttool.com/templates/folding-craft-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","folding-craft-table","Folding craft table","Furniture","6","3586.5","3586.5","4x10","120","48","rotation_allowed","1","62.3","37.7","0","true","https://woodcuttool.com/templates/folding-craft-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","folding-craft-table","Folding craft table","Furniture","6","3586.5","3586.5","4x10","120","48","orientation_locked","1","62.3","37.7","0","true","https://woodcuttool.com/templates/folding-craft-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","folding-craft-table","Folding craft table","Furniture","6","3586.5","3586.5","5x10","120","60","rotation_allowed","1","49.8","50.2","0","true","https://woodcuttool.com/templates/folding-craft-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","folding-craft-table","Folding craft table","Furniture","6","3586.5","3586.5","5x10","120","60","orientation_locked","1","49.8","50.2","0","true","https://woodcuttool.com/templates/folding-craft-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kids-table","Kids table","Furniture","6","1928","1928","5x5","60","60","rotation_allowed","1","53.6","46.4","0","true","https://woodcuttool.com/templates/kids-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kids-table","Kids table","Furniture","6","1928","1928","5x5","60","60","orientation_locked","1","53.6","46.4","0","true","https://woodcuttool.com/templates/kids-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kids-table","Kids table","Furniture","6","1928","1928","4x8","96","48","rotation_allowed","1","41.8","58.2","0","true","https://woodcuttool.com/templates/kids-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kids-table","Kids table","Furniture","6","1928","1928","4x8","96","48","orientation_locked","1","41.8","58.2","0","true","https://woodcuttool.com/templates/kids-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kids-table","Kids table","Furniture","6","1928","1928","4x10","120","48","rotation_allowed","1","33.5","66.5","0","true","https://woodcuttool.com/templates/kids-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kids-table","Kids table","Furniture","6","1928","1928","4x10","120","48","orientation_locked","1","33.5","66.5","0","true","https://woodcuttool.com/templates/kids-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kids-table","Kids table","Furniture","6","1928","1928","5x10","120","60","rotation_allowed","1","26.8","73.2","0","true","https://woodcuttool.com/templates/kids-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kids-table","Kids table","Furniture","6","1928","1928","5x10","120","60","orientation_locked","1","26.8","73.2","0","true","https://woodcuttool.com/templates/kids-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","mobile-workbench","Mobile workbench","Shop","9","4490.5","4490.5","5x5","60","60","rotation_allowed","2","62.4","37.6","0","true","https://woodcuttool.com/templates/mobile-workbench-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","mobile-workbench","Mobile workbench","Shop","9","4490.5","4490.5","5x5","60","60","orientation_locked","2","62.4","37.6","0","true","https://woodcuttool.com/templates/mobile-workbench-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","mobile-workbench","Mobile workbench","Shop","9","4490.5","4490.5","4x8","96","48","rotation_allowed","2","48.7","51.3","0","true","https://woodcuttool.com/templates/mobile-workbench-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","mobile-workbench","Mobile workbench","Shop","9","4490.5","4490.5","4x8","96","48","orientation_locked","2","48.7","51.3","0","true","https://woodcuttool.com/templates/mobile-workbench-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","mobile-workbench","Mobile workbench","Shop","9","4490.5","4490.5","4x10","120","48","rotation_allowed","1","78","22","0","true","https://woodcuttool.com/templates/mobile-workbench-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","mobile-workbench","Mobile workbench","Shop","9","4490.5","4490.5","4x10","120","48","orientation_locked","1","78","22","0","true","https://woodcuttool.com/templates/mobile-workbench-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","mobile-workbench","Mobile workbench","Shop","9","4490.5","4490.5","5x10","120","60","rotation_allowed","1","62.4","37.6","0","true","https://woodcuttool.com/templates/mobile-workbench-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","mobile-workbench","Mobile workbench","Shop","9","4490.5","4490.5","5x10","120","60","orientation_locked","1","62.4","37.6","0","true","https://woodcuttool.com/templates/mobile-workbench-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","assembly-table","Assembly table","Shop","7","6952.5","6952.5","5x5","60","60","rotation_allowed","3","64.4","35.6","0","true","https://woodcuttool.com/templates/assembly-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","assembly-table","Assembly table","Shop","7","6952.5","6952.5","5x5","60","60","orientation_locked","3","64.4","35.6","0","true","https://woodcuttool.com/templates/assembly-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","assembly-table","Assembly table","Shop","7","6952.5","6952.5","4x8","96","48","rotation_allowed","3","50.3","49.7","0","true","https://woodcuttool.com/templates/assembly-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","assembly-table","Assembly table","Shop","7","6952.5","6952.5","4x8","96","48","orientation_locked","3","50.3","49.7","0","true","https://woodcuttool.com/templates/assembly-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","assembly-table","Assembly table","Shop","7","6952.5","6952.5","4x10","120","48","rotation_allowed","2","60.4","39.6","0","true","https://woodcuttool.com/templates/assembly-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","assembly-table","Assembly table","Shop","7","6952.5","6952.5","4x10","120","48","orientation_locked","2","60.4","39.6","0","true","https://woodcuttool.com/templates/assembly-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","assembly-table","Assembly table","Shop","7","6952.5","6952.5","5x10","120","60","rotation_allowed","2","48.3","51.7","0","true","https://woodcuttool.com/templates/assembly-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","assembly-table","Assembly table","Shop","7","6952.5","6952.5","5x10","120","60","orientation_locked","2","48.3","51.7","0","true","https://woodcuttool.com/templates/assembly-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","miter-saw-stand","Miter saw stand","Shop","9","3951.8","3951.8","5x5","60","60","rotation_allowed","2","54.9","45.1","0","true","https://woodcuttool.com/templates/miter-saw-stand-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","miter-saw-stand","Miter saw stand","Shop","9","3951.8","3951.8","5x5","60","60","orientation_locked","2","54.9","45.1","0","true","https://woodcuttool.com/templates/miter-saw-stand-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","miter-saw-stand","Miter saw stand","Shop","9","3951.8","3951.8","4x8","96","48","rotation_allowed","2","42.9","57.1","0","true","https://woodcuttool.com/templates/miter-saw-stand-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","miter-saw-stand","Miter saw stand","Shop","9","3951.8","3951.8","4x8","96","48","orientation_locked","2","42.9","57.1","0","true","https://woodcuttool.com/templates/miter-saw-stand-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","miter-saw-stand","Miter saw stand","Shop","9","3951.8","3951.8","4x10","120","48","rotation_allowed","1","68.6","31.4","0","true","https://woodcuttool.com/templates/miter-saw-stand-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","miter-saw-stand","Miter saw stand","Shop","9","3951.8","3951.8","4x10","120","48","orientation_locked","1","68.6","31.4","0","true","https://woodcuttool.com/templates/miter-saw-stand-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","miter-saw-stand","Miter saw stand","Shop","9","3951.8","3951.8","5x10","120","60","rotation_allowed","1","54.9","45.1","0","true","https://woodcuttool.com/templates/miter-saw-stand-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","miter-saw-stand","Miter saw stand","Shop","9","3951.8","3951.8","5x10","120","60","orientation_locked","1","54.9","45.1","0","true","https://woodcuttool.com/templates/miter-saw-stand-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","french-cleat-wall","French cleat tool wall","Shop","12","3798","3798","5x5","60","60","rotation_allowed","2","52.8","47.3","0","true","https://woodcuttool.com/templates/french-cleat-wall-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","french-cleat-wall","French cleat tool wall","Shop","12","3798","3798","5x5","60","60","orientation_locked","2","52.8","47.3","0","true","https://woodcuttool.com/templates/french-cleat-wall-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","french-cleat-wall","French cleat tool wall","Shop","12","3798","3798","4x8","96","48","rotation_allowed","1","82.4","17.6","0","true","https://woodcuttool.com/templates/french-cleat-wall-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","french-cleat-wall","French cleat tool wall","Shop","12","3798","3798","4x8","96","48","orientation_locked","2","41.2","58.8","0","true","https://woodcuttool.com/templates/french-cleat-wall-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","french-cleat-wall","French cleat tool wall","Shop","12","3798","3798","4x10","120","48","rotation_allowed","1","65.9","34.1","0","true","https://woodcuttool.com/templates/french-cleat-wall-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","french-cleat-wall","French cleat tool wall","Shop","12","3798","3798","4x10","120","48","orientation_locked","1","65.9","34.1","0","true","https://woodcuttool.com/templates/french-cleat-wall-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","french-cleat-wall","French cleat tool wall","Shop","12","3798","3798","5x10","120","60","rotation_allowed","1","52.8","47.3","0","true","https://woodcuttool.com/templates/french-cleat-wall-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","french-cleat-wall","French cleat tool wall","Shop","12","3798","3798","5x10","120","60","orientation_locked","1","52.8","47.3","0","true","https://woodcuttool.com/templates/french-cleat-wall-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","rolling-cart","Rolling utility cart","Shop","9","2682","2682","5x5","60","60","rotation_allowed","1","74.5","25.5","0","true","https://woodcuttool.com/templates/rolling-cart-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","rolling-cart","Rolling utility cart","Shop","9","2682","2682","5x5","60","60","orientation_locked","1","74.5","25.5","0","true","https://woodcuttool.com/templates/rolling-cart-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","rolling-cart","Rolling utility cart","Shop","9","2682","2682","4x8","96","48","rotation_allowed","1","58.2","41.8","0","true","https://woodcuttool.com/templates/rolling-cart-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","rolling-cart","Rolling utility cart","Shop","9","2682","2682","4x8","96","48","orientation_locked","1","58.2","41.8","0","true","https://woodcuttool.com/templates/rolling-cart-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","rolling-cart","Rolling utility cart","Shop","9","2682","2682","4x10","120","48","rotation_allowed","1","46.6","53.4","0","true","https://woodcuttool.com/templates/rolling-cart-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","rolling-cart","Rolling utility cart","Shop","9","2682","2682","4x10","120","48","orientation_locked","1","46.6","53.4","0","true","https://woodcuttool.com/templates/rolling-cart-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","rolling-cart","Rolling utility cart","Shop","9","2682","2682","5x10","120","60","rotation_allowed","1","37.3","62.7","0","true","https://woodcuttool.com/templates/rolling-cart-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","rolling-cart","Rolling utility cart","Shop","9","2682","2682","5x10","120","60","orientation_locked","1","37.3","62.7","0","true","https://woodcuttool.com/templates/rolling-cart-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","outdoor-storage-box","Outdoor storage box","Outdoor","6","5370.8","5370.8","5x5","60","60","rotation_allowed","3","49.7","50.3","0","true","https://woodcuttool.com/templates/outdoor-storage-box-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","outdoor-storage-box","Outdoor storage box","Outdoor","6","5370.8","5370.8","5x5","60","60","orientation_locked","3","49.7","50.3","0","true","https://woodcuttool.com/templates/outdoor-storage-box-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","outdoor-storage-box","Outdoor storage box","Outdoor","6","5370.8","5370.8","4x8","96","48","rotation_allowed","2","58.3","41.7","0","true","https://woodcuttool.com/templates/outdoor-storage-box-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","outdoor-storage-box","Outdoor storage box","Outdoor","6","5370.8","5370.8","4x8","96","48","orientation_locked","2","58.3","41.7","0","true","https://woodcuttool.com/templates/outdoor-storage-box-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","outdoor-storage-box","Outdoor storage box","Outdoor","6","5370.8","5370.8","4x10","120","48","rotation_allowed","1","93.2","6.8","0","true","https://woodcuttool.com/templates/outdoor-storage-box-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","outdoor-storage-box","Outdoor storage box","Outdoor","6","5370.8","5370.8","4x10","120","48","orientation_locked","1","93.2","6.8","0","true","https://woodcuttool.com/templates/outdoor-storage-box-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","outdoor-storage-box","Outdoor storage box","Outdoor","6","5370.8","5370.8","5x10","120","60","rotation_allowed","1","74.6","25.4","0","true","https://woodcuttool.com/templates/outdoor-storage-box-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","outdoor-storage-box","Outdoor storage box","Outdoor","6","5370.8","5370.8","5x10","120","60","orientation_locked","1","74.6","25.4","0","true","https://woodcuttool.com/templates/outdoor-storage-box-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kitchen-island","Kitchen island","Cabinets","7","4593","4593","5x5","60","60","rotation_allowed","2","63.8","36.2","0","true","https://woodcuttool.com/templates/kitchen-island-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kitchen-island","Kitchen island","Cabinets","7","4593","4593","5x5","60","60","orientation_locked","3","42.5","57.5","0","true","https://woodcuttool.com/templates/kitchen-island-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kitchen-island","Kitchen island","Cabinets","7","4593","4593","4x8","96","48","rotation_allowed","2","49.8","50.2","0","true","https://woodcuttool.com/templates/kitchen-island-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kitchen-island","Kitchen island","Cabinets","7","4593","4593","4x8","96","48","orientation_locked","2","49.8","50.2","0","true","https://woodcuttool.com/templates/kitchen-island-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kitchen-island","Kitchen island","Cabinets","7","4593","4593","4x10","120","48","rotation_allowed","1","79.7","20.3","0","true","https://woodcuttool.com/templates/kitchen-island-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kitchen-island","Kitchen island","Cabinets","7","4593","4593","4x10","120","48","orientation_locked","2","39.9","60.1","0","true","https://woodcuttool.com/templates/kitchen-island-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kitchen-island","Kitchen island","Cabinets","7","4593","4593","5x10","120","60","rotation_allowed","1","63.8","36.2","0","true","https://woodcuttool.com/templates/kitchen-island-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","kitchen-island","Kitchen island","Cabinets","7","4593","4593","5x10","120","60","orientation_locked","1","63.8","36.2","0","true","https://woodcuttool.com/templates/kitchen-island-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","appliance-garage","Appliance garage","Cabinets","6","1482","1482","5x5","60","60","rotation_allowed","1","41.2","58.8","0","true","https://woodcuttool.com/templates/appliance-garage-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","appliance-garage","Appliance garage","Cabinets","6","1482","1482","5x5","60","60","orientation_locked","1","41.2","58.8","0","true","https://woodcuttool.com/templates/appliance-garage-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","appliance-garage","Appliance garage","Cabinets","6","1482","1482","4x8","96","48","rotation_allowed","1","32.2","67.8","0","true","https://woodcuttool.com/templates/appliance-garage-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","appliance-garage","Appliance garage","Cabinets","6","1482","1482","4x8","96","48","orientation_locked","1","32.2","67.8","0","true","https://woodcuttool.com/templates/appliance-garage-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","appliance-garage","Appliance garage","Cabinets","6","1482","1482","4x10","120","48","rotation_allowed","1","25.7","74.3","0","true","https://woodcuttool.com/templates/appliance-garage-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","appliance-garage","Appliance garage","Cabinets","6","1482","1482","4x10","120","48","orientation_locked","1","25.7","74.3","0","true","https://woodcuttool.com/templates/appliance-garage-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","appliance-garage","Appliance garage","Cabinets","6","1482","1482","5x10","120","60","rotation_allowed","1","20.6","79.4","0","true","https://woodcuttool.com/templates/appliance-garage-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","appliance-garage","Appliance garage","Cabinets","6","1482","1482","5x10","120","60","orientation_locked","1","20.6","79.4","0","true","https://woodcuttool.com/templates/appliance-garage-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","microwave-shelf-cabinet","Microwave shelf cabinet","Cabinets","8","2792.3","2792.3","5x5","60","60","rotation_allowed","2","38.8","61.2","0","true","https://woodcuttool.com/templates/microwave-shelf-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","microwave-shelf-cabinet","Microwave shelf cabinet","Cabinets","8","2792.3","2792.3","5x5","60","60","orientation_locked","2","38.8","61.2","0","true","https://woodcuttool.com/templates/microwave-shelf-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","microwave-shelf-cabinet","Microwave shelf cabinet","Cabinets","8","2792.3","2792.3","4x8","96","48","rotation_allowed","1","60.6","39.4","0","true","https://woodcuttool.com/templates/microwave-shelf-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","microwave-shelf-cabinet","Microwave shelf cabinet","Cabinets","8","2792.3","2792.3","4x8","96","48","orientation_locked","1","60.6","39.4","0","true","https://woodcuttool.com/templates/microwave-shelf-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","microwave-shelf-cabinet","Microwave shelf cabinet","Cabinets","8","2792.3","2792.3","4x10","120","48","rotation_allowed","1","48.5","51.5","0","true","https://woodcuttool.com/templates/microwave-shelf-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","microwave-shelf-cabinet","Microwave shelf cabinet","Cabinets","8","2792.3","2792.3","4x10","120","48","orientation_locked","1","48.5","51.5","0","true","https://woodcuttool.com/templates/microwave-shelf-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","microwave-shelf-cabinet","Microwave shelf cabinet","Cabinets","8","2792.3","2792.3","5x10","120","60","rotation_allowed","1","38.8","61.2","0","true","https://woodcuttool.com/templates/microwave-shelf-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","microwave-shelf-cabinet","Microwave shelf cabinet","Cabinets","8","2792.3","2792.3","5x10","120","60","orientation_locked","1","38.8","61.2","0","true","https://woodcuttool.com/templates/microwave-shelf-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","closet-tower","Closet tower","Storage","10","4425.8","2073.8","5x5","60","60","rotation_allowed","1","57.6","42.4","2","false","https://woodcuttool.com/templates/closet-tower-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","closet-tower","Closet tower","Storage","10","4425.8","2073.8","5x5","60","60","orientation_locked","1","57.6","42.4","2","false","https://woodcuttool.com/templates/closet-tower-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","closet-tower","Closet tower","Storage","10","4425.8","4425.8","4x8","96","48","rotation_allowed","2","48","52","0","true","https://woodcuttool.com/templates/closet-tower-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","closet-tower","Closet tower","Storage","10","4425.8","4425.8","4x8","96","48","orientation_locked","2","48","52","0","true","https://woodcuttool.com/templates/closet-tower-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","closet-tower","Closet tower","Storage","10","4425.8","4425.8","4x10","120","48","rotation_allowed","1","76.8","23.2","0","true","https://woodcuttool.com/templates/closet-tower-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","closet-tower","Closet tower","Storage","10","4425.8","4425.8","4x10","120","48","orientation_locked","1","76.8","23.2","0","true","https://woodcuttool.com/templates/closet-tower-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","closet-tower","Closet tower","Storage","10","4425.8","4425.8","5x10","120","60","rotation_allowed","1","61.5","38.5","0","true","https://woodcuttool.com/templates/closet-tower-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","closet-tower","Closet tower","Storage","10","4425.8","4425.8","5x10","120","60","orientation_locked","1","61.5","38.5","0","true","https://woodcuttool.com/templates/closet-tower-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","entryway-locker","Entryway locker","Storage","8","6225.8","1905.8","5x5","60","60","rotation_allowed","1","52.9","47.1","3","false","https://woodcuttool.com/templates/entryway-locker-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","entryway-locker","Entryway locker","Storage","8","6225.8","1905.8","5x5","60","60","orientation_locked","1","52.9","47.1","3","false","https://woodcuttool.com/templates/entryway-locker-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","entryway-locker","Entryway locker","Storage","8","6225.8","6225.8","4x8","96","48","rotation_allowed","2","67.6","32.4","0","true","https://woodcuttool.com/templates/entryway-locker-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","entryway-locker","Entryway locker","Storage","8","6225.8","6225.8","4x8","96","48","orientation_locked","2","67.6","32.4","0","true","https://woodcuttool.com/templates/entryway-locker-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","entryway-locker","Entryway locker","Storage","8","6225.8","6225.8","4x10","120","48","rotation_allowed","2","54","46","0","true","https://woodcuttool.com/templates/entryway-locker-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","entryway-locker","Entryway locker","Storage","8","6225.8","6225.8","4x10","120","48","orientation_locked","2","54","46","0","true","https://woodcuttool.com/templates/entryway-locker-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","entryway-locker","Entryway locker","Storage","8","6225.8","6225.8","5x10","120","60","rotation_allowed","2","43.2","56.8","0","true","https://woodcuttool.com/templates/entryway-locker-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","entryway-locker","Entryway locker","Storage","8","6225.8","6225.8","5x10","120","60","orientation_locked","2","43.2","56.8","0","true","https://woodcuttool.com/templates/entryway-locker-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","laundry-folding-table","Laundry folding table","Furniture","6","4936.5","4936.5","5x5","60","60","rotation_allowed","2","68.6","31.4","0","true","https://woodcuttool.com/templates/laundry-folding-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","laundry-folding-table","Laundry folding table","Furniture","6","4936.5","4936.5","5x5","60","60","orientation_locked","3","45.7","54.3","0","true","https://woodcuttool.com/templates/laundry-folding-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","laundry-folding-table","Laundry folding table","Furniture","6","4936.5","4936.5","4x8","96","48","rotation_allowed","2","53.6","46.4","0","true","https://woodcuttool.com/templates/laundry-folding-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","laundry-folding-table","Laundry folding table","Furniture","6","4936.5","4936.5","4x8","96","48","orientation_locked","2","53.6","46.4","0","true","https://woodcuttool.com/templates/laundry-folding-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","laundry-folding-table","Laundry folding table","Furniture","6","4936.5","4936.5","4x10","120","48","rotation_allowed","1","85.7","14.3","0","true","https://woodcuttool.com/templates/laundry-folding-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","laundry-folding-table","Laundry folding table","Furniture","6","4936.5","4936.5","4x10","120","48","orientation_locked","2","42.9","57.1","0","true","https://woodcuttool.com/templates/laundry-folding-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","laundry-folding-table","Laundry folding table","Furniture","6","4936.5","4936.5","5x10","120","60","rotation_allowed","1","68.6","31.4","0","true","https://woodcuttool.com/templates/laundry-folding-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","laundry-folding-table","Laundry folding table","Furniture","6","4936.5","4936.5","5x10","120","60","orientation_locked","1","68.6","31.4","0","true","https://woodcuttool.com/templates/laundry-folding-table-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","craft-storage-cabinet","Craft storage cabinet","Storage","10","8441.3","3545.3","5x5","60","60","rotation_allowed","2","49.2","50.8","3","false","https://woodcuttool.com/templates/craft-storage-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","craft-storage-cabinet","Craft storage cabinet","Storage","10","8441.3","3545.3","5x5","60","60","orientation_locked","2","49.2","50.8","3","false","https://woodcuttool.com/templates/craft-storage-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","craft-storage-cabinet","Craft storage cabinet","Storage","10","8441.3","8441.3","4x8","96","48","rotation_allowed","3","61.1","38.9","0","true","https://woodcuttool.com/templates/craft-storage-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","craft-storage-cabinet","Craft storage cabinet","Storage","10","8441.3","8441.3","4x8","96","48","orientation_locked","3","61.1","38.9","0","true","https://woodcuttool.com/templates/craft-storage-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","craft-storage-cabinet","Craft storage cabinet","Storage","10","8441.3","8441.3","4x10","120","48","rotation_allowed","2","73.3","26.7","0","true","https://woodcuttool.com/templates/craft-storage-cabinet-cut-list/"
"2026-07-17","woodcuttool-maxrects-v1","craft-storage-cabinet","Craft storage cabinet","Storage","10","8441.3","8441.3","4x10","120","48","orientation_locked","2","73.3","26.7","0","true","https://woodcuttool.com/templates/craft-storage-cabinet-cut-list/"
